<<<<<<< HEAD
id,label,transcript
221,Surprise,"Jadi aku lagi di jepang barang di Ored. Pesiali untuk produk ini di Ored. UV Akuari, Chwateri, Essence Sunscreen dengan SPF50 plus PA plus plus plus plus plus ya. Dan dia ini adalah number one sunscreen in Japan. Dan dulu, UV Double Protection Sunscreen di dunia. Double Protectionnya karena dia kayak bisa mengisi area-area yang kosong. Di protectionnya itu berbilem maksi-mabang. Mertahku udah kelepnya. Aku juga udah ke musium kau. Kau itu tempatnya biur ya, jadi biur itu dari kau. Terus habis itu aku juga ke store dan segal macemnya. Jadi aku udah mau lepah-le banget keluar dalam tentang samsular ini. Kau udah testi banget gitu. Aku dia aja bisa mau orang arh ini yang untuk menggunakan ini. Kalau keberi badi cukup segini aja. This is enough for a whole face. Oke. Dan caranya itu di dot dotin. Merti ini. Dan lu pahar. Ini masih gak baik banget. Baru setelah itu kita massage. Dengan cara pemakaran seperti ini, ini lahas ilnya under UV Cam. Dan ini dia hasil ujiatnya. Jadi kalau di jepang itu ujilan gak boleh. Kayak daripang-pang dan di pangarin itu. Tapi aku udah ke sumpatan untuk nge-screen shot dan boleh dikasih dari kekalian. Teksturnya water iringan banget di kulit-kering enak. Di kulit-kuret berminyak juga enak. Enak, maka mau kaget jadi di nyang kenapa dia ada number one sunscreen in Japan. Lihat deh nih penyarapannya di burat aku di kudang. Ini tuh susah sih. Seman memberikan sedikit blowy effect. Ditu dan aku meka pampun. Dia gak merusak meka paku. Semarang aku seharian pake makeup tetep staple summer malam juga. Jadi gak kaget. So far ini tasha-parasya asrup banget ya. The first WB filter sunscreen dan juga number one sunscreen in Japan. Gak pakah dia akan mencinti number one sunscreen Indonesia juga. We'll see."
222,Proud,"Belakangan ini banyak banget produk judidol yang lagi aku suka Salah dia tuh masyarakat sama A-shedonya ini yang lagi aku pakai A-shedog glitternya Dan aku udah PRPnya sesuai gede gini dari judidol Lihat ini isinya Uuuuh! Dikasi bantal guys dan produk-produk judidol yang best seller Tapi yang menarik perhatian aku itu ada yang dibalik sini Vision Matte Lip Cream Sebenernya aku udah coba, aku udah matte lip cream ini Aku udah boke jepang dan aku udah pernah review siap orang udah nonton Cukusin Matte Lip Cream ini ada sepuluh shade Dan salah satu yang hoa wari takutnya shade ini Karena hasli hati haatnya dengan Warna nya kayak dibir aku Tapi aku bisa bikin dibir aku tuh kelepon belerin gitu Terus dia itu kan cushion tip publicator ya Jadi enak banget buat membelerin-embelerin gitu Cara makanya kalian tinggal puter aja bagian bawahnya Terbiasa akan ngosong keluar warna produknya disini Menurut aku yang paling lefisik ini itu bagus sih di beler-belerin guys Jadi jangan dipakai full pigmen gitu Jadi menghilangkan esensi dari beler-e-effectnya itu soalnya Yang digawangkan warna nya Nah terus ada warna aku juga tuh enak 15 Karena dia bagus banget buat di ombre ini ini Gorgeous itu 2 warna favorit aku Nah sekarang kita antar church past Karena dia itu transfernya minim banget guys Dan kalau dipakai makan itu dia ga hilang total dari bibir Waktu itu aku pakai di jepang dan bagaimana saufok karena aku makan Terus kayak oh digirang ga hilang gitu lo lixitnya Makil lama dia makan ga ada transfernya nih Lihat Gidigir ga hilang Nyaman banget dipakai nya Kau kalian mulai tuar nalain aku akan suajis lagi Kau satu warna menurut aku juga cantik banget Ya itu enkosong satu Cucuk banget buat atom station kayak aku gitu loh Dan ini juga cakap banget yang enkosong 5 Waktu kan keselurga kalian Kalo yang ini dibuat pakai pas bare face Jadi seger banget gitu Ato pas lagi natural makeup Dia akan mengangkat makeup kita banget Itu adia warna favorit aku Dan sekarang aku akan inser suajis warna warna lainnya Kalo kalian warna favorit aku ini warthit Si warthit banget"
223,Surprise,"Dan dia transfer prof Jadi gini, ini liptin udah aku diminsalam alim aja Dan Eh? Puhhh Ini udah tinggal sias teinnya, tapi cantik banget Bidur aku tuh harinnya dikering tapi dia gak ngogoris di dalam bibir Tahu spil aja Ini dari saviosa dan yang shayt aku pakai itu ada yang shayt Pink girl, kita akan apus dulu biarkan Dalah juga kalo misalnya diapus itu juga dia Biar-biar pikmatasnya beba p** Orangsung aja deh aku kasi ria ke kalian sekarang Aku akan pakai yang shayt, slirtirat Nah jadi dia teksirat lah kayak langsung high pigment gitu Dan menurut aku orang suai, cukup untuk atas dan bawah bibir Jadi tinggal di gini Biasi-gaisinya tuh ilang gitu Dan bagian kayak kering ngogoris di bibir dalam Kita tunggu kering dulu ya Tukar semakin yang bawah bibir semakin natura warnanya Terus Transfernya dikit banget Kalo luang dia transfer kayak gini, abis itu udah gak ada transfernya lagi Dan semakin menyeraks, semakin transfer prof lagi Sekarang aku akan socho arna warnanya lainnya juga ya disini"
224,Surprise,"lagi berseliveran di mana-mana kan? Tampo Ria, Pegajinya, cantik banget, dannya aku suka adalah lip Velvetnya liat sendiri haaa gila, bibir-biril langsung lembut Shade pertama favoritaku adalah yang ini polaris, namanya ya ini juga bagus banget Jat bibir aku langsung lembut itu wow ini ini banget transfernya juga makup ulpik men di bibir Next Shade favoritaku adalah yang alura karena kayak deep purple, cantik banget bahkan di bold meka pake aku sekarang aja masih kakan cantik dan dia gak kifer semua bibir galak semua terkaver semua terkaver kecintawaranan lu itu pasus suka warna ini kordelia ini bagus banget gue jadi base ombre kita akan ombre sekarang dengan yang warna Helion gul, jas embit banget aurora juga salah satu warna favoritaku karena dia tulisong tapi masih kayak ada tijini gitu kotaun ke arah neutral, cantik banget ada pakali gue ngomong cantik banget di video ini karena gue amat cantik banget last but not least ini warna favoritaku tapi gue lagi tuh ada yang astale cantik banget nih, akhirnya masih bisa banget buat meka bold apalagi buat meka pura atau lagi no make up sama sekali buat yang pernah sekarang ini adalah tangguriannya gue lah self-act live cream yang bisa kalian ngasuk-cake out sekarang juga atau gue mah hmm ujus banget"
225,Proud,"Ada litian yang klimnya lapang 11 jam Welcome to a day in my life BIP BIP BIP BIP BIP BIP BIP Maku artinya akan full seharian Dan apa apa pakai isti dari sabiosa Peach please Karang satih kan dibaju Tara, kudah kan dibaju Dan litiannya udah menyerap udah transfer pro Karang itu jam 8-4-8 Let's go Tara, kita pergi di jalan mau miting Kudah gua lagi menuhu mau obat obat Dan aku nggak ada yang transfer Karang udah jam 15 Smile lips, masih ada banget Lo kinggut Tata sih Tata sih Tata sih Tata Tata Tata Tata, dua Dan aku belum tacapliti Dan aku sama sekali Dan kita kanan juga miting Tapi dia dua kita Karang udah jam 4 sore Udah tujuh jam Kita akan lanjut ke miting terakhir Oh my god Udah jam 6 sore Dan aku bisa makan barbar banget Udah saatnya untuk taca atahan dari jam 8 pagian Saat sampai jam 6 sore Dengan makan yang barbar Keren banget satih osa Mantap"
226,Trust,"Shhh, jangan kasi-kasi habisya baru. Iy, aja udah jadi geberakan dengan harga yang seri. Yang kau dan bagus banget tatu nya atau gak apa? Berapa mereka bikin satu rangka yang sekarang temen-temen? Iy, lasin nih. Iy, sinanya ada sangkrinya, SPF. Tiga lima dan PA++++. Terus ada serum nya dan juga ada moisturizer nya. Ya, maka ada dua active ingredient seitu. Nya, senomite dan white minsi dan juga ada snow mushroom nya. Pastinya, pastinya, pastinya. Karena aku coba, tapi aku akan fokus ke moisturizer nya aja. Namanya adalah sinju serum. Mocherizing cream with 7 Japanese skin sensial. Niasi white serum. Penjang namanya. Untuk sekarang aku mau kasih kalian lihat teksturnya dulu ya. Luma yang tik kayak gini. Jadi, kayak kalo buat klit-klit kering, kaya adresinya udah bet banget. Tapi penyerapannya lihat. Cuma banget ya. Nyaku nggak gabanya. Tuh, tetep, prangsung nyerep gitu loh. Ini yang belum, ini yang udah. Jadi nggak terlalu lepak gitu lagi kulit. Nah, ini idea hasilnya setelah menyerap sempurna kakulit. Maui, stepping a link ke. Terus nggak terlalu basah gitu. Tapi aku berpaka ini dari tanggal, belasan januari gitu. Dan aku akan update lagi ke kalian, oke?"
227,Surprise,"Oh my god, kan, khas berat ini Day 1, Day 5, angk cepat satu bulan. Kau gak sih, aku di keremin sama siapa, aku di keremin sama timnya beratadin hydra gel, karena, sementara, karena bakas suka bakas, dia penyemuhannya, kecil akan rendangat. Kalo kan, ini takut gue udah berarti, sebenernya ya, di tingk aku selama dua bulan ke makayan untuk bakas jerawatnya. Hasilnya juga, keren banget untuk bakas jerawat yang bukan buat jerawat aktif yang bukan buat jerawat aktif. Karena di sini tuh ada alantoyin dikfantan oleh juga beli searin yang kemumaya tuh bagus untuk memperbaiki tim beri. Ya, makanya jadi nya tuh lufa bakar dan juga toka jerawat bisa hilang. Terus kokan-perasaran teksturnya, teksturnya itu bening ya, buka rwarna kuning seperti betah-adin biasanya ya. Dan tinggal kalian terkepin aja, ini dipakai under make up juga gak apa-apa. Dan dia aplikasikan seperti ini di wakac jerawat kayak gini. Tapi nih hasil itu gak instan, aku suka ya, di main, instan, aku memuaskan emang betalnya hydra gel ini keren banget. Karena harus cobain gue, kalian punya bakas jerawat dan juga bakas lu kabakar ya."
22,Surprise,"Nah, kayak alok orang lain, itu biasanya cita-cita, ya, beli rumah punya pekerjaan yang tetap gitu kan? Dia rumahnya tidak tetap, betul. Awalnya gimana dimana jadi beli keperfet? Ya aku pinya tuh pernah tidur di SVPU, pernah tidur juga di kaya tepat ibadah, berarti itu perlu malam-malam dengan guin. Karena aku ada barang yang ada isiknya, dikasih yang udah tau. Apa isinya solar? Ah, bimbnya apa, pertalan ini ya?"
231,Trust,"HECK SOMBRE PRODUT GOSMOP Bagusnya warna apa? Sama warna apa? Benurut Aku Pertama Nudy Fersal Benurut Aku warna yang udah cakap banget di pakaian sendiri aja Karena dia solipik menut Tetapi begitu di Ombre sama Beriforia akan lebih gogel aja Dan Beriforia ini adalah warna best seller kita selalu sayang Uuh, liat ini Nudy Fersal and Beriforia Cantik banget, Seger banget Paltilip Dan galangkat sama sekali ada cooling sensationnya juga Next Ombre favorit Aku ada Chocoloko Dia tuh warna kaya siar-berang gitu Segerwajiga di Jivir Sebener-sembanya gitu GWS dipakai sendiri aja udah cantik banget Tapi kalo-kakoloko Semusama rosy-posi Aka lebih om dah lagi temen-temen Ombre, bang Bani om gitu Sera ini lah dia Chocoloko Bit rosy-posi Another fullip pigmented color adalah mauversal Buat kalian yang suka kuton Gloss Karena akan suka banget sama mauversal Karena dia orangnya learn Mauvi dan full pigmented kayak gini Very kuton Cantik banget kalo di Ombre sama Beriforia Gimani gitu lu warnanya Ini lah dia Mauversal at Beriforia Last but not least ini ada My favorite color of the mall MLBB My lips but better Dia share Dan ada glitternya Bikin bibir kita kelatan healthy shine aja gitu Karena kayak gini kalo diwatu Tapi kalo di bibir Jadinya kayak gini-kak Gini-kak kalo trotan healthy pig gitu Tapi kalo mau lebih gong lain Jualis kabang banget di Ombre sama rosy-posi Uuuu cantik banget Gini makin mingung ga sih Mau ombre yang mana Jadi kalo kalian favorit yang mana Let me know"
232,Trust,"onggu gak pasti gimana nih, j Sheratnya ya kaya lo gano dadasan kaya, kamu ngga risiknya nu gede agar pendentu, yadom Tuhan kalau orang tubingu sebenarnya ini tuh foundation rato samsikrin gitu kan? Still with peptide infuse SPF40 PA++ Aduh akan menjelaskan ke kalian sambil aku kasih lihat ke kalian penggunaan foundation ini dan hal-hal yang perlu kalian ketahui tentang foundation soexperater baru ini Oke, sekarang kita yang udah keliar lebih banget adalah kita ganti pkg-nya menjadi Airless Cup Karena aku dengalkan polling Kaling terbanyak itu minta Ganti aja deh, pakai pump foundation Mama, ada airfoad ke airfoad Neluar ini ya? Nggak, papa ga ada brushnya walaupun banyak juga sebenarnya kayak sendih gitu ga ada brushnya tapi, Pekirut, pleas everyone Jadi kita pakai Airless Pampo Untungannya dengan menggunakan pkg Airless Pamp Harganya jadi cuma 199 ribu dengan korongulai yang tetep sama bagustnya sama seperti yang kalian cinta hiduluh Sekarang kita ada 9 shades yang udah dikurasi terbaik untuk skinto Indonesia Bayi duit buat kalian yang berasa skinto naisam pakai aku shits yang aku pakai adalah shade lace Oke, temen-temen Tuh tau, kalian banyak yang bingung mungkin Kenapa dari 19 shades menjadi 9 shades gitu kan Tapi aku mau kasih aja MOP, Pekirutnya tahun ini itu adalah mengurangi waist Aku mau mau terasa sekarang Ini waktu 12 shades itu terjadi waist yang lumayan banyak Itu hampir lama dari bu waist dari shits yang tidak terjual waktu awal itu memang aku pelangkawar research dan udah plotenya itu sendiri jadi shade yang ada itu tidak sesuai dengan apa yang dibutuhkan markat Indonesia Karena 100 tim yang aku mau udah di sol itu udah lebih gom, lebih keren dan sudah mengkurasi shade yang lebih baik Kenapa anda dari kondisiannya juga sudah berubah jadi lebih mudah di mengerti 9 shades ini semoga mau menuhi kebutuhan kalian dan kenal aja pastinya ke depannya kita akan kembangkan lagi shade-shits yang tidak akan menjadi waist So huaja take-chun terus Selanjutnya juga ada sedikit perubahan lagi tapi kalian sudah sehawatin ini bukan perubahan besar tapi karena aku segitu pengennya dengerin kalian aku tuh lo tin kemawan kalian juga aku denger banyak yang merasa foundation MOP ini formulannya sudah bagus banget sebenernya dan pada saat di aplikasi kan ke kulit itu udah enteng banget terbawa dipakainya tapi pas awal itu keknya yang rasa insecure gitu karena taksukurnya yang kental banget oke, fine ada sousinya kekau ruba vis-cositasnya itu keincirannya tapi nara aja berubah vis-cositas tidak berubah formula tidak berubah performa tidak berubah finish tidak berubah coverage dan lain-lainnya hanya berubah kekentalan dari foundationnya saja aku akan tunjukin sekali kalau kalian kalau kalian teliti banget dan pecinta foundation MOP kan sekalian nakan sadar perubahan ini nah ini foundation MOP yang lama jadi kalau kalian sehari dia memang hampir teksur take, which I love sebenernya tapi memang banyak yang jadi kayak merasa insecure gitu kenapa ada saat di blend seperti ini sekarang kita akan bandingkan dengan foundation MOP yang baru vis-cositasnya sudah berubah kalau kalian bisa lihat ini dia tuh udah lebih encher sekarang tapi pada saat di blend dia tetep sama teksturnya finishnya coveragenya dan kawan kawannya aku juga tahu kalau yang review kondisinya MOP itu ada yang bilang finishnya velpad matte, finishnya satin finishnya matte tau gak sih kenapa karena sebenernya kita tuh teksturnya gel ini banget transfernya jadi finish akhir di wajah itu tergantung skin prep kalian banget dan tergantung skin condition kalian banget maka ponation ini sebenernya bisa lagi pakai all skin type karena gel texture kalau di kulit aku tuh mengkilat banget karena skin prep aku tadi pakai primer MOP tapi dia tuh sebenernya minim banget rancangan rancangan di tissue dan aku saranin tetep di paket set paket powder apalagi buat kalian yang berat pivitas di luar rumah kalau misalnya kalian referensinya memang makeup yang duit dan gak pebiasa set paket powder don't worry tetep bisa di paket tanpa bisa di paket powder sebenernya kayak tiba aku aja pakai puni hena MOP gak di set paket powder oke sekarang kapan sih gitu kan rancinya rancinya ada tanggal 5 main ini banyak banget yang rancangnya yang aku jadi stay tune aja tanggal 5 main yang satu siang aku akan lif harganya akan menjadi ambil terserah aku dan tergantung untuk aku di hal itu temen-temen ya kita jadi harga jadi cuma seramun pulimari seram mappur ibu atau ada giveaway apa pun itu yang akan terjadi kita tidak tahu karena saya buknya jadi aku suka memberikan suruh price yang terdekin untuk kalian semoga para pecinta fungisian MOP sekarang bisa lebih nyaman menggunakannya buat kalian yang dari kemarin lagu-lagu, karapik kering-keringan-keringan sekarang finaly bisa pakai puni hena MOP buat kalian para MOP sekarang udah bisa pakai puni hena MOP lagi dengan nyaman aku tahu ini emu lah juga sebenernya banyak banget yang cinta mau puni hena MOP dan non professional user juga banyak banget yang sebenernya cinta mau puni hena MOP semoga dengan bergantian pek edging ini akan menjadi banyak orang yang lebih mengcinta ini karena jujur puni hena MOP adalah produk yang paling aku banggain banget karena waktu itu aku bergantung belum ada tim dan aku develop ini selama 3 tahun dengan kapan situ takus sendiri dan kemawan aku dan semua jiwa lagu-lagu aku lakukan untuk pun cinta kan kondisiin ini jadi aku suka ini asmati-asam saya siu tanggal 5 majian satu siang jangan lupa nonton live aku aku berapa kamu suka ini? bye bye"
